id,planned_departure,planned_arrival,real_departure,real_arrival,id_train,id_route,id_driver
387,2021-05-14 11:25:34.612595,2021-05-14 18:55:39.374974,2021-05-14 12:28:34.612595,2021-05-14 20:09:39.374974,86,467,887
388,2021-02-20 05:38:07.726012,2021-02-20 10:33:13.582884,2021-02-20 07:33:07.726012,2021-02-20 12:29:13.582884,482,474,53
389,2021-06-20 06:57:54.406925,2021-06-20 13:20:17.046322,2021-06-20 07:10:54.406925,2021-06-20 13:48:17.046322,61,736,22
390,2021-03-09 06:43:45.522871,2021-03-09 10:30:38.899692,2021-03-09 07:51:45.522871,2021-03-09 11:07:38.899692,639,669,303
391,2021-06-02 06:05:10.572546,2021-06-02 12:34:51.186280,2021-06-02 07:37:10.572546,2021-06-02 14:05:51.186280,313,200,811
392,2021-04-19 09:09:02.809433,2021-04-19 11:46:22.050858,2021-04-19 11:08:02.809433,2021-04-19 12:02:22.050858,841,360,847
393,2021-05-05 11:13:08.797647,2021-05-05 18:03:00.664778,2021-05-05 12:06:08.797647,2021-05-05 18:28:00.664778,639,290,35
394,2021-04-15 15:33:15.901627,2021-04-15 20:05:01.188995,2021-04-15 17:52:15.901627,2021-04-15 20:05:01.188995,685,327,320
395,2021-06-03 06:36:24.310168,2021-06-03 09:43:14.735346,2021-06-03 08:22:24.310168,2021-06-03 10:25:14.735346,342,364,878
396,2021-03-28 20:28:19.892266,2021-03-28 22:37:24.463054,2021-03-28 22:32:19.892266,2021-03-29 01:19:24.463054,35,23,551
397,2021-05-24 13:06:38.524814,2021-05-24 18:21:37.587661,2021-05-24 13:06:38.524814,2021-05-24 20:00:37.587661,344,112,90
398,2021-02-09 02:08:03.313369,2021-02-09 04:52:37.176215,2021-02-09 03:33:03.313369,2021-02-09 04:52:37.176215,820,210,207
399,2021-03-29 18:36:23.147857,2021-03-30 01:13:24.271909,2021-03-29 20:18:23.147857,2021-03-30 01:13:24.271909,820,315,366
400,2021-02-10 14:39:20.235903,2021-02-10 19:14:24.709877,2021-02-10 15:16:20.235903,2021-02-10 19:46:24.709877,534,361,609
401,2021-01-14 17:30:16.054225,2021-01-15 00:24:50.181744,2021-01-14 18:26:16.054225,2021-01-15 03:19:50.181744,847,90,434
402,2021-05-25 11:58:28.301216,2021-05-25 19:53:03.102462,2021-05-25 12:07:28.301216,2021-05-25 20:04:03.102462,844,318,853
403,2021-02-07 13:31:35.412113,2021-02-07 18:25:50.213581,2021-02-07 14:41:35.412113,2021-02-07 20:40:50.213581,480,91,124
404,2021-02-05 23:49:10.619273,2021-02-06 06:22:59.210430,2021-02-06 00:08:10.619273,2021-02-06 07:13:59.210430,674,825,205
405,2021-04-30 05:00:28.648594,2021-04-30 08:55:43.004091,2021-04-30 07:48:28.648594,2021-04-30 08:55:43.004091,206,670,430
406,2021-06-12 10:23:05.809414,2021-06-12 15:31:35.961803,2021-06-12 12:26:05.809414,2021-06-12 16:12:35.961803,280,845,826
407,2021-06-04 01:02:03.479493,2021-06-04 03:33:22.190431,2021-06-04 02:06:03.479493,2021-06-04 03:33:22.190431,804,776,338
408,2021-05-12 05:27:47.277832,2021-05-12 12:05:33.422711,2021-05-12 07:18:47.277832,2021-05-12 12:14:33.422711,739,535,546
409,2021-01-30 18:12:04.120149,2021-01-31 01:19:02.370680,2021-01-30 19:23:04.120149,2021-01-31 02:00:02.370680,746,896,281
410,2021-03-16 17:07:24.155310,2021-03-16 19:59:21.361438,2021-03-16 17:49:24.155310,2021-03-16 22:30:21.361438,631,269,169
411,2021-05-15 06:48:51.176129,2021-05-15 14:06:45.673168,2021-05-15 07:26:51.176129,2021-05-15 16:21:45.673168,355,716,360
412,2021-05-03 15:39:24.186255,2021-05-03 22:11:04.963627,2021-05-03 18:03:24.186255,2021-05-03 23:34:04.963627,548,326,130
413,2021-05-18 03:22:15.490606,2021-05-18 08:16:50.875099,2021-05-18 03:27:15.490606,2021-05-18 10:03:50.875099,274,827,606
414,2021-05-15 04:02:33.323525,2021-05-15 11:52:20.146662,2021-05-15 04:57:33.323525,2021-05-15 13:51:20.146662,845,85,222
415,2021-06-15 17:13:40.678089,2021-06-15 20:37:47.944199,2021-06-15 17:13:40.678089,2021-06-15 22:56:47.944199,199,8,808
416,2021-04-25 22:03:09.929872,2021-04-26 03:04:50.626440,2021-04-25 22:03:09.929872,2021-04-26 03:04:50.626440,443,506,581
417,2021-03-27 17:22:29.764411,2021-03-27 23:51:21.441355,2021-03-27 17:58:29.764411,2021-03-27 23:51:21.441355,384,200,290
418,2021-05-29 02:43:14.991063,2021-05-29 04:57:24.273921,2021-05-29 05:00:14.991063,2021-05-29 06:37:24.273921,744,149,726
419,2021-02-08 17:03:39.416713,2021-02-08 23:03:25.758695,2021-02-08 17:44:39.416713,2021-02-08 23:24:25.758695,296,858,889
420,2021-01-02 05:30:18.712049,2021-01-02 12:13:15.892798,2021-01-02 07:29:18.712049,2021-01-02 13:57:15.892798,751,398,614
421,2021-03-05 09:34:37.501955,2021-03-05 15:05:46.872294,2021-03-05 09:34:37.501955,2021-03-05 15:20:46.872294,715,826,438
422,2021-05-09 20:57:21.178541,2021-05-09 23:16:25.764258,2021-05-09 20:57:21.178541,2021-05-10 01:56:25.764258,120,387,203
423,2021-06-26 19:19:39.302826,2021-06-27 00:42:30.931563,2021-06-26 19:27:39.302826,2021-06-27 03:21:30.931563,314,537,728
424,2021-01-22 13:49:34.766458,2021-01-22 19:24:52.041203,2021-01-22 13:49:34.766458,2021-01-22 20:03:52.041203,823,195,545
425,2021-05-11 15:42:13.988770,2021-05-11 21:19:02.595538,2021-05-11 15:57:13.988770,2021-05-11 21:19:02.595538,806,717,176
426,2021-04-14 07:37:29.572914,2021-04-14 11:24:37.069450,2021-04-14 08:19:29.572914,2021-04-14 12:30:37.069450,281,876,736
427,2021-05-25 08:48:51.058071,2021-05-25 12:17:10.516591,2021-05-25 09:35:51.058071,2021-05-25 14:03:10.516591,750,151,868
428,2021-01-22 08:05:01.227711,2021-01-22 12:18:15.893716,2021-01-22 08:20:01.227711,2021-01-22 12:18:15.893716,297,606,780
429,2021-02-10 07:34:01.043451,2021-02-10 14:09:29.535126,2021-02-10 09:09:01.043451,2021-02-10 15:26:29.535126,633,549,338
430,2021-05-29 02:05:04.715117,2021-05-29 07:08:03.203270,2021-05-29 02:05:04.715117,2021-05-29 08:32:03.203270,540,485,281
431,2021-01-19 15:02:15.592301,2021-01-19 18:57:03.287904,2021-01-19 17:22:15.592301,2021-01-19 19:30:03.287904,555,424,257
432,2021-05-26 06:33:37.230150,2021-05-26 09:55:17.176558,2021-05-26 08:23:37.230150,2021-05-26 10:32:17.176558,47,153,240
433,2021-04-26 13:32:19.821098,2021-04-26 19:07:40.475444,2021-04-26 14:19:19.821098,2021-04-26 19:07:40.475444,31,898,95
434,2021-03-11 18:42:15.688638,2021-03-12 00:39:49.005587,2021-03-11 19:38:15.688638,2021-03-12 02:35:49.005587,284,107,310
435,2021-05-24 03:34:04.272067,2021-05-24 07:47:40.621015,2021-05-24 05:38:04.272067,2021-05-24 10:42:40.621015,180,101,627
436,2021-03-27 15:39:25.046216,2021-03-27 22:11:31.095629,2021-03-27 17:36:25.046216,2021-03-27 23:57:31.095629,591,398,642
437,2021-02-11 11:15:55.368405,2021-02-11 15:08:53.313324,2021-02-11 11:15:55.368405,2021-02-11 17:44:53.313324,878,301,217
438,2021-05-21 20:07:41.322501,2021-05-22 02:39:21.044043,2021-05-21 21:36:41.322501,2021-05-22 03:37:21.044043,221,409,288
439,2021-05-05 02:09:18.692112,2021-05-05 09:02:14.914177,2021-05-05 04:02:18.692112,2021-05-05 09:23:14.914177,130,591,841
440,2021-06-10 18:44:00.942775,2021-06-10 22:06:52.510102,2021-06-10 21:03:00.942775,2021-06-10 22:21:52.510102,37,504,449
441,2021-05-15 10:09:21.899320,2021-05-15 15:59:01.634053,2021-05-15 12:32:21.899320,2021-05-15 18:34:01.634053,172,173,546
442,2021-01-10 06:33:56.261116,2021-01-10 13:08:17.114869,2021-01-10 06:52:56.261116,2021-01-10 13:08:17.114869,904,796,897
443,2021-04-25 01:59:38.582454,2021-04-25 05:38:12.932209,2021-04-25 03:37:38.582454,2021-04-25 06:47:12.932209,557,914,611
444,2021-05-30 13:32:41.816927,2021-05-30 19:38:16.449894,2021-05-30 13:55:41.816927,2021-05-30 19:38:16.449894,630,158,888
445,2021-06-27 08:42:45.626881,2021-06-27 13:13:42.004504,2021-06-27 09:16:45.626881,2021-06-27 13:19:42.004504,298,171,395
446,2021-01-04 06:01:03.096887,2021-01-04 11:56:41.075326,2021-01-04 06:01:03.096887,2021-01-04 11:56:41.075326,582,70,105
447,2021-01-30 04:58:41.041185,2021-01-30 08:01:39.851485,2021-01-30 07:09:41.041185,2021-01-30 10:33:39.851485,734,514,162
448,2021-06-17 09:18:46.828051,2021-06-17 13:25:15.730920,2021-06-17 11:35:46.828051,2021-06-17 13:25:15.730920,573,488,815
449,2021-06-18 12:10:24.407911,2021-06-18 17:42:42.722317,2021-06-18 12:10:24.407911,2021-06-18 18:57:42.722317,712,713,213
450,2021-02-26 09:05:26.163214,2021-02-26 13:13:37.103542,2021-02-26 09:34:26.163214,2021-02-26 13:41:37.103542,865,319,89
451,2021-03-21 13:53:55.484289,2021-03-21 19:49:54.878861,2021-03-21 16:45:55.484289,2021-03-21 20:00:54.878861,63,862,143
452,2021-04-06 18:52:33.967842,2021-04-07 00:37:12.867059,2021-04-06 19:30:33.967842,2021-04-07 00:37:12.867059,364,457,271
453,2021-01-08 19:48:15.817788,2021-01-09 00:59:32.016445,2021-01-08 21:11:15.817788,2021-01-09 01:10:32.016445,487,138,103
454,2021-02-20 21:47:35.645508,2021-02-21 03:20:18.717570,2021-02-20 23:05:35.645508,2021-02-21 03:20:18.717570,758,856,141
455,2021-03-06 14:08:56.616238,2021-03-06 18:01:56.619654,2021-03-06 14:49:56.616238,2021-03-06 18:58:56.619654,693,462,310
456,2021-01-12 19:58:43.600414,2021-01-13 01:05:14.514934,2021-01-12 20:35:43.600414,2021-01-13 03:00:14.514934,898,706,878
457,2021-05-09 03:48:16.499522,2021-05-09 08:18:31.648198,2021-05-09 04:15:16.499522,2021-05-09 09:59:31.648198,255,647,209
458,2021-03-25 20:10:46.930841,2021-03-26 03:04:03.234462,2021-03-25 20:58:46.930841,2021-03-26 05:46:03.234462,644,25,729
459,2021-03-17 07:20:27.628927,2021-03-17 11:34:16.550114,2021-03-17 10:01:27.628927,2021-03-17 11:34:16.550114,518,914,533
460,2021-05-15 04:02:39.771787,2021-05-15 09:28:23.157400,2021-05-15 04:02:39.771787,2021-05-15 09:28:23.157400,546,737,818
461,2021-05-18 05:36:07.637423,2021-05-18 09:56:27.855631,2021-05-18 08:29:07.637423,2021-05-18 10:35:27.855631,893,270,51
462,2021-05-18 17:52:15.661423,2021-05-18 21:39:08.188476,2021-05-18 19:39:15.661423,2021-05-18 21:39:08.188476,859,123,200
463,2021-05-18 15:55:33.391094,2021-05-18 20:24:16.711640,2021-05-18 15:55:33.391094,2021-05-18 22:33:16.711640,478,870,504
464,2021-05-29 14:26:23.043909,2021-05-29 19:37:35.012660,2021-05-29 15:21:23.043909,2021-05-29 19:49:35.012660,897,453,328
465,2021-04-14 04:59:45.682499,2021-04-14 12:12:34.207435,2021-04-14 05:51:45.682499,2021-04-14 12:12:34.207435,733,756,228
466,2021-01-26 07:13:00.991200,2021-01-26 10:23:43.209662,2021-01-26 07:13:00.991200,2021-01-26 10:23:43.209662,679,129,847
467,2021-01-13 00:18:44.604331,2021-01-13 05:53:50.722964,2021-01-13 02:41:44.604331,2021-01-13 06:56:50.722964,243,380,336
468,2021-03-17 19:43:32.487014,2021-03-18 00:26:50.764859,2021-03-17 19:43:32.487014,2021-03-18 02:10:50.764859,8,241,376
469,2021-05-18 06:14:05.832149,2021-05-18 10:21:15.588592,2021-05-18 06:15:05.832149,2021-05-18 11:08:15.588592,734,33,567
470,2021-05-31 03:49:59.492127,2021-05-31 06:42:00.109849,2021-05-31 05:07:59.492127,2021-05-31 08:34:00.109849,518,249,227
471,2021-02-03 09:17:24.825698,2021-02-03 12:31:13.640690,2021-02-03 09:17:24.825698,2021-02-03 12:31:13.640690,514,380,722
472,2021-02-10 04:51:30.252439,2021-02-10 08:36:47.653090,2021-02-10 06:14:30.252439,2021-02-10 09:45:47.653090,109,678,342
473,2021-01-28 09:19:37.321128,2021-01-28 11:48:27.092952,2021-01-28 10:08:37.321128,2021-01-28 13:32:27.092952,339,391,270
474,2021-04-28 08:52:48.112518,2021-04-28 14:18:53.502593,2021-04-28 08:52:48.112518,2021-04-28 14:54:53.502593,173,320,866
475,2021-02-22 16:32:06.919162,2021-02-22 19:55:26.883697,2021-02-22 19:15:06.919162,2021-02-22 20:11:26.883697,850,278,770
476,2021-06-15 07:55:01.921386,2021-06-15 10:43:25.572184,2021-06-15 10:20:01.921386,2021-06-15 12:01:25.572184,903,873,653
477,2021-06-26 00:14:49.047593,2021-06-26 07:57:07.411306,2021-06-26 02:54:49.047593,2021-06-26 08:18:07.411306,158,39,16
478,2021-06-14 14:34:33.840057,2021-06-14 21:52:21.449565,2021-06-14 14:34:33.840057,2021-06-14 23:20:21.449565,162,654,106
479,2021-04-06 23:47:43.101308,2021-04-07 04:20:06.174752,2021-04-06 23:47:43.101308,2021-04-07 04:20:06.174752,608,64,206
480,2021-05-11 12:50:05.670126,2021-05-11 15:36:20.390437,2021-05-11 14:36:05.670126,2021-05-11 15:36:20.390437,915,610,356
481,2021-03-16 04:37:07.372446,2021-03-16 09:55:49.311835,2021-03-16 06:31:07.372446,2021-03-16 12:30:49.311835,27,733,611
482,2021-03-22 18:02:12.396067,2021-03-22 23:20:35.514798,2021-03-22 19:17:12.396067,2021-03-23 02:19:35.514798,738,404,401
483,2021-05-05 03:32:30.218030,2021-05-05 05:50:17.052939,2021-05-05 04:31:30.218030,2021-05-05 05:50:17.052939,242,215,904
484,2021-06-27 08:58:55.803945,2021-06-27 16:28:24.861765,2021-06-27 09:27:55.803945,2021-06-27 19:01:24.861765,326,491,134
485,2021-02-24 22:43:22.914634,2021-02-25 04:19:27.198198,2021-02-24 22:43:22.914634,2021-02-25 05:04:27.198198,452,665,459
486,2021-05-23 10:45:04.008263,2021-05-23 14:51:01.992388,2021-05-23 13:13:04.008263,2021-05-23 14:51:01.992388,472,271,207
487,2021-03-04 15:11:39.826573,2021-03-04 17:57:49.384808,2021-03-04 15:11:39.826573,2021-03-04 19:39:49.384808,668,427,251
488,2021-06-20 08:27:06.047090,2021-06-20 16:07:08.998101,2021-06-20 09:12:06.047090,2021-06-20 17:22:08.998101,549,377,666
489,2021-06-15 23:22:17.715108,2021-06-16 07:16:43.597836,2021-06-16 01:28:17.715108,2021-06-16 07:40:43.597836,562,253,267
490,2021-06-16 01:32:30.897843,2021-06-16 07:16:24.025224,2021-06-16 03:29:30.897843,2021-06-16 09:24:24.025224,57,499,684
491,2021-05-14 23:52:50.128715,2021-05-15 03:59:10.829488,2021-05-15 02:29:50.128715,2021-05-15 05:55:10.829488,622,532,516
492,2021-03-26 07:48:06.799597,2021-03-26 10:24:41.048964,2021-03-26 10:17:06.799597,2021-03-26 10:38:41.048964,623,556,712
493,2021-04-08 21:22:56.787993,2021-04-09 01:17:31.185957,2021-04-08 22:38:56.787993,2021-04-09 01:17:31.185957,345,678,892
494,2021-01-25 14:26:36.432365,2021-01-25 18:25:09.053764,2021-01-25 14:26:36.432365,2021-01-25 19:32:09.053764,246,915,387
495,2021-06-05 15:34:37.541224,2021-06-05 20:16:26.378654,2021-06-05 16:56:37.541224,2021-06-05 22:17:26.378654,166,553,883
496,2021-02-05 23:56:15.977816,2021-02-06 01:59:56.712214,2021-02-06 00:17:15.977816,2021-02-06 04:37:56.712214,253,8,798
497,2021-05-19 08:51:05.779210,2021-05-19 10:55:17.781445,2021-05-19 10:10:05.779210,2021-05-19 12:10:17.781445,163,760,236
498,2021-06-27 17:01:03.662664,2021-06-27 21:55:08.255883,2021-06-27 17:43:03.662664,2021-06-27 22:16:08.255883,286,5,723
499,2021-03-13 23:58:49.714869,2021-03-14 06:33:53.955890,2021-03-14 02:21:49.714869,2021-03-14 06:40:53.955890,521,245,864
500,2021-05-08 04:26:40.301423,2021-05-08 11:13:31.518521,2021-05-08 05:28:40.301423,2021-05-08 13:14:31.518521,631,821,314
501,2021-02-03 04:29:46.498897,2021-02-03 11:09:09.823591,2021-02-03 04:30:46.498897,2021-02-03 13:25:09.823591,492,398,424
502,2021-03-15 11:13:58.880504,2021-03-15 18:35:03.069454,2021-03-15 12:48:58.880504,2021-03-15 20:40:03.069454,18,826,466
503,2021-04-16 02:23:36.987907,2021-04-16 05:34:02.314228,2021-04-16 02:23:36.987907,2021-04-16 07:32:02.314228,509,285,112
504,2021-05-25 18:20:46.875106,2021-05-25 22:07:22.913374,2021-05-25 19:05:46.875106,2021-05-25 22:23:22.913374,345,891,698
505,2021-05-30 05:01:20.182983,2021-05-30 08:51:01.774141,2021-05-30 05:31:20.182983,2021-05-30 09:07:01.774141,542,590,460
506,2021-03-10 09:15:13.618736,2021-03-10 12:14:16.940480,2021-03-10 11:11:13.618736,2021-03-10 14:32:16.940480,476,402,515
507,2021-01-29 23:59:42.653754,2021-01-30 03:59:03.906485,2021-01-29 23:59:42.653754,2021-01-30 05:08:03.906485,797,885,154
508,2021-03-29 23:44:50.778695,2021-03-30 05:35:50.163433,2021-03-30 01:48:50.778695,2021-03-30 05:44:50.163433,531,728,153
509,2021-01-13 12:25:16.313477,2021-01-13 16:54:21.639220,2021-01-13 13:49:16.313477,2021-01-13 16:54:21.639220,440,762,623
510,2021-02-01 22:16:10.559618,2021-02-02 01:15:30.670643,2021-02-01 22:56:10.559618,2021-02-02 01:43:30.670643,684,660,39
511,2021-01-21 18:08:58.840072,2021-01-21 21:48:32.485546,2021-01-21 20:33:58.840072,2021-01-21 23:25:32.485546,876,432,471
512,2021-03-06 06:20:05.160401,2021-03-06 13:18:37.587261,2021-03-06 08:57:05.160401,2021-03-06 15:11:37.587261,391,188,585
513,2021-05-04 15:15:02.212128,2021-05-04 22:43:05.574269,2021-05-04 15:15:02.212128,2021-05-05 00:24:05.574269,404,562,118
514,2021-03-31 08:18:49.057949,2021-03-31 14:15:21.960198,2021-03-31 10:00:49.057949,2021-03-31 16:35:21.960198,66,56,860
515,2021-06-05 23:37:08.916961,2021-06-06 02:42:24.370933,2021-06-06 02:00:08.916961,2021-06-06 05:02:24.370933,172,175,47
516,2021-05-12 16:39:58.009749,2021-05-12 22:47:41.441317,2021-05-12 18:10:58.009749,2021-05-12 22:52:41.441317,729,182,875
517,2021-01-15 08:14:28.285362,2021-01-15 10:16:11.596755,2021-01-15 08:14:28.285362,2021-01-15 11:23:11.596755,124,637,835
518,2021-03-17 21:05:22.461077,2021-03-18 01:23:02.898938,2021-03-17 21:12:22.461077,2021-03-18 01:23:02.898938,912,523,768
519,2021-06-20 17:31:39.939885,2021-06-20 22:37:48.797813,2021-06-20 20:06:39.939885,2021-06-20 22:37:48.797813,134,106,539
520,2021-01-13 00:34:56.605187,2021-01-13 03:55:01.738058,2021-01-13 01:14:56.605187,2021-01-13 04:36:01.738058,915,725,230
521,2021-06-19 14:42:49.615472,2021-06-19 19:53:08.325304,2021-06-19 16:21:49.615472,2021-06-19 19:53:08.325304,510,536,128
522,2021-03-19 06:22:48.218021,2021-03-19 12:46:31.913640,2021-03-19 06:22:48.218021,2021-03-19 14:10:31.913640,246,8,100
523,2021-03-21 19:53:00.990037,2021-03-22 00:30:05.979683,2021-03-21 21:10:00.990037,2021-03-22 02:18:05.979683,287,210,793
524,2021-05-28 00:25:53.569367,2021-05-28 06:02:59.341044,2021-05-28 02:39:53.569367,2021-05-28 07:43:59.341044,178,751,224
525,2021-03-12 10:31:25.524700,2021-03-12 13:31:17.775268,2021-03-12 10:31:25.524700,2021-03-12 16:04:17.775268,224,482,402
526,2021-03-14 05:39:05.454946,2021-03-14 10:03:48.643702,2021-03-14 05:39:05.454946,2021-03-14 11:18:48.643702,343,142,151
527,2021-04-29 23:03:32.043448,2021-04-30 02:23:52.022905,2021-04-30 00:44:32.043448,2021-04-30 05:03:52.022905,911,377,403
528,2021-03-21 18:06:16.635569,2021-03-21 20:12:19.471187,2021-03-21 19:16:16.635569,2021-03-21 20:50:19.471187,110,265,435
529,2021-02-19 17:14:28.876429,2021-02-20 00:55:12.409839,2021-02-19 20:10:28.876429,2021-02-20 02:24:12.409839,243,846,505
530,2021-05-21 01:02:04.279741,2021-05-21 07:39:04.470104,2021-05-21 01:40:04.279741,2021-05-21 08:06:04.470104,458,888,399
531,2021-06-24 23:22:27.941149,2021-06-25 02:55:14.293003,2021-06-24 23:22:27.941149,2021-06-25 04:03:14.293003,798,59,181
532,2021-01-20 08:59:26.886032,2021-01-20 15:10:46.996076,2021-01-20 08:59:26.886032,2021-01-20 16:49:46.996076,888,220,114
533,2021-06-20 13:01:57.078102,2021-06-20 15:59:21.988106,2021-06-20 14:40:57.078102,2021-06-20 18:56:21.988106,394,162,61
534,2021-06-19 15:21:46.618486,2021-06-19 23:02:05.610072,2021-06-19 15:21:46.618486,2021-06-19 23:02:05.610072,131,453,492
535,2021-03-21 06:03:38.170060,2021-03-21 10:02:25.482949,2021-03-21 06:28:38.170060,2021-03-21 10:28:25.482949,447,904,587
536,2021-02-21 03:03:04.938622,2021-02-21 06:45:52.520649,2021-02-21 05:37:04.938622,2021-02-21 06:45:52.520649,630,556,543
537,2021-02-07 01:49:05.189606,2021-02-07 08:11:05.307090,2021-02-07 04:16:05.189606,2021-02-07 08:43:05.307090,844,403,821
538,2021-04-15 22:38:52.746496,2021-04-16 01:58:57.003972,2021-04-15 22:56:52.746496,2021-04-16 04:34:57.003972,101,218,8
539,2021-04-30 11:32:52.224106,2021-04-30 18:33:01.782676,2021-04-30 12:34:52.224106,2021-04-30 21:05:01.782676,893,478,310
540,2021-06-11 03:05:56.751259,2021-06-11 09:11:01.436750,2021-06-11 03:05:56.751259,2021-06-11 10:16:01.436750,151,725,497
541,2021-03-31 20:52:01.628787,2021-04-01 00:59:42.287454,2021-03-31 22:22:01.628787,2021-04-01 03:47:42.287454,482,795,841
542,2021-01-20 03:07:57.673577,2021-01-20 06:40:59.796421,2021-01-20 04:25:57.673577,2021-01-20 06:40:59.796421,248,73,135
543,2021-02-04 06:52:18.149933,2021-02-04 09:05:05.605424,2021-02-04 06:52:18.149933,2021-02-04 10:58:05.605424,684,223,424
544,2021-06-29 05:57:43.921511,2021-06-29 11:22:04.904713,2021-06-29 06:38:43.921511,2021-06-29 13:34:04.904713,897,80,121
545,2021-01-15 18:27:37.666103,2021-01-15 23:11:37.238913,2021-01-15 20:40:37.666103,2021-01-15 23:11:37.238913,190,105,71
546,2021-04-04 11:04:48.047125,2021-04-04 15:20:52.295389,2021-04-04 11:04:48.047125,2021-04-04 18:13:52.295389,383,843,700
547,2021-03-09 14:19:14.077559,2021-03-09 18:46:00.673584,2021-03-09 15:15:14.077559,2021-03-09 20:29:00.673584,8,895,815
548,2021-03-31 01:07:00.738592,2021-03-31 07:06:37.618659,2021-03-31 02:05:00.738592,2021-03-31 07:06:37.618659,731,879,35
549,2021-05-13 00:12:16.570526,2021-05-13 05:45:40.857106,2021-05-13 00:41:16.570526,2021-05-13 06:03:40.857106,516,771,181
550,2021-03-12 10:51:30.691040,2021-03-12 14:25:07.263766,2021-03-12 12:01:30.691040,2021-03-12 17:17:07.263766,260,794,508
551,2021-04-18 07:24:58.417633,2021-04-18 15:14:12.449853,2021-04-18 07:24:58.417633,2021-04-18 16:27:12.449853,870,757,365
552,2021-04-29 12:47:02.909102,2021-04-29 16:17:05.750098,2021-04-29 14:24:02.909102,2021-04-29 18:45:05.750098,337,464,913
553,2021-03-21 07:40:12.093278,2021-03-21 14:20:54.937961,2021-03-21 10:16:12.093278,2021-03-21 17:04:54.937961,529,489,892
554,2021-04-19 15:52:27.061091,2021-04-19 18:25:40.394728,2021-04-19 18:15:27.061091,2021-04-19 18:25:40.394728,823,710,728
555,2021-05-01 12:57:06.338931,2021-05-01 18:10:48.396027,2021-05-01 12:57:06.338931,2021-05-01 20:15:48.396027,696,538,837
556,2021-04-07 21:59:57.531319,2021-04-08 02:14:40.842642,2021-04-07 22:26:57.531319,2021-04-08 04:47:40.842642,802,211,111
557,2021-02-26 07:13:13.782245,2021-02-26 13:58:53.267725,2021-02-26 09:37:13.782245,2021-02-26 14:36:53.267725,259,912,395
558,2021-06-15 08:27:08.203790,2021-06-15 15:13:48.531989,2021-06-15 10:42:08.203790,2021-06-15 18:07:48.531989,649,658,885
559,2021-04-28 23:04:28.441722,2021-04-29 06:48:08.164890,2021-04-29 00:09:28.441722,2021-04-29 06:48:08.164890,465,824,151
560,2021-01-12 08:19:53.908788,2021-01-12 11:04:05.091193,2021-01-12 08:19:53.908788,2021-01-12 12:33:05.091193,262,231,628
561,2021-06-08 21:10:01.443918,2021-06-09 00:14:13.581404,2021-06-08 21:10:01.443918,2021-06-09 01:17:13.581404,136,826,361
562,2021-01-02 23:28:38.670781,2021-01-03 05:33:55.637809,2021-01-03 01:30:38.670781,2021-01-03 08:10:55.637809,86,488,561
563,2021-06-01 09:07:07.150835,2021-06-01 12:53:20.520394,2021-06-01 09:07:07.150835,2021-06-01 12:53:20.520394,842,339,589
564,2021-03-17 23:20:53.543044,2021-03-18 07:03:54.074986,2021-03-18 01:58:53.543044,2021-03-18 07:03:54.074986,752,176,232
565,2021-05-29 02:02:42.214070,2021-05-29 05:04:47.797587,2021-05-29 02:14:42.214070,2021-05-29 06:43:47.797587,260,272,273
566,2021-05-11 00:44:31.287031,2021-05-11 06:37:51.747329,2021-05-11 01:20:31.287031,2021-05-11 09:23:51.747329,823,738,214
567,2021-01-22 03:29:11.184616,2021-01-22 10:31:02.246269,2021-01-22 06:20:11.184616,2021-01-22 12:32:02.246269,6,360,350
568,2021-02-03 09:03:55.290069,2021-02-03 16:13:51.655485,2021-02-03 10:04:55.290069,2021-02-03 17:20:51.655485,403,486,227
569,2021-06-05 08:59:06.231293,2021-06-05 14:53:40.010161,2021-06-05 11:10:06.231293,2021-06-05 15:12:40.010161,161,506,852
570,2021-01-17 20:51:34.087169,2021-01-18 02:47:50.957581,2021-01-17 20:51:34.087169,2021-01-18 02:47:50.957581,36,162,275
571,2021-04-02 17:03:06.691479,2021-04-02 19:23:39.638883,2021-04-02 17:03:06.691479,2021-04-02 20:25:39.638883,48,532,638
572,2021-04-16 06:33:17.884241,2021-04-16 11:20:16.728328,2021-04-16 09:25:17.884241,2021-04-16 11:44:16.728328,341,858,723
573,2021-03-16 12:54:28.444271,2021-03-16 17:45:42.627419,2021-03-16 13:24:28.444271,2021-03-16 19:51:42.627419,895,1,780
574,2021-02-11 06:10:20.447537,2021-02-11 08:42:35.589136,2021-02-11 08:52:20.447537,2021-02-11 08:42:35.589136,764,289,626
575,2021-06-18 09:36:48.742739,2021-06-18 16:18:20.649557,2021-06-18 10:23:48.742739,2021-06-18 18:05:20.649557,640,193,303
576,2021-05-05 09:55:07.468340,2021-05-05 12:35:22.436102,2021-05-05 12:09:07.468340,2021-05-05 12:57:22.436102,907,570,396
577,2021-06-10 12:01:02.599184,2021-06-10 19:29:04.773948,2021-06-10 14:13:02.599184,2021-06-10 22:07:04.773948,256,126,687
578,2021-05-15 11:00:02.873136,2021-05-15 17:04:05.400422,2021-05-15 13:57:02.873136,2021-05-15 17:04:05.400422,790,273,600
579,2021-01-26 11:13:26.220281,2021-01-26 16:29:59.788492,2021-01-26 11:31:26.220281,2021-01-26 18:03:59.788492,617,79,258
